,sigma_mi,evoid_ratio,psi,eta,eta/Mtheta,theta,Dp,K,G,iplas,e,q,p,sx,sy,sz,sxy,ea,eps_v,eps_1,eps_2,eps_3,phase,s1,s2,s3,Mtheta,xi_i,Mi
122,6.4011217847644,0.961787760257721,0.0177038839162693,1.16412051444047,0.970109160801372,0.523577725809716,0.00867473709466462,11850.6171974985,8887.96346503701,1,0.490956113470746,7.50699863022056,6.4486440258946,3.94639991729936,11.4533097783093,3.94622238207513,1.28063221311193e-05,6.19893529714571,-0.602925768616956,0.0619893529714571,-0.0279798348417128,-0.0279798348417128,3,11.4533097783263,3.94639991867484,3.94622238068269,1.1999891986164035,4.444444444444445,1.172450071521668
123,6.3514742525731,0.961787760257721,0.0174666002696093,1.16463055538866,0.970528786227974,0.523590791534278,0.00853467935558312,11803.8524272903,8852.88948988935,1,0.490956269208931,7.45113019630264,6.3978489290962,3.91417679699657,11.3652690597362,3.91410093055582,1.17517781747267e-05,6.248928148749959,-0.602915386071249,0.0624892814874996,-0.02822983108337,-0.02822983108337,3,11.3652690597482,3.91417845917407,3.91409926836631,1.1999958908123434,4.444444444444445,1.1728257167660563
124,6.30294555803449,0.961787700653076,0.0172324250993311,1.16513443472216,0.970956544455601,0.523571874700991,0.00837928329412068,11757.8813057386,8818.41095489311,1,0.490956385864427,7.39640331830817,6.34811165796113,3.8825278912338,11.2790472017595,3.88275988089008,9.94614534424999e-06,6.29891457282884,-0.602907609038181,0.0629891457282884,-0.0284798277955626,-0.0284798277955626,3,11.2790472017594,3.88276166618668,3.88252610593727,1.19998617999473,4.444444444444445,1.1731804941115926
125,6.25529584170249,0.961787641048432,0.017001374555411,1.16562841756402,0.971358860550165,0.523594388665063,0.00825076769817962,11712.6981085203,8784.52341708728,1,0.490956480985268,7.34277947888929,6.2994168509081,3.85184251511826,11.1946031699837,3.8518048676223,2.03721756465438e-05,6.348914402320791,-0.602901267648791,0.0634891440232079,-0.0287298292456906,-0.0287298292456906,3,11.1946031700204,3.8518410534273,3.85180632927663,1.1999977195902893,4.444444444444445,1.1735511872060753
126,6.20879528288495,0.961787641048432,0.0167732831120653,1.16611971156029,0.971784208972036,0.523556167301959,0.00808851542326754,11668.2647273059,8751.19865783958,1,0.490956347122585,7.29024500943372,6.25171210918131,3.82150509087786,11.1118754477287,3.82175578893734,2.12713292763537e-05,6.39892216832311,-0.602910191827685,0.0639892216832311,-0.0289798306874974,-0.0289798306874974,3,11.1118754477651,3.82172116890066,3.82153971087817,1.199978041209194,4.444444444444445,1.1738867449324824
127,6.16303365069787,0.961787581443786,0.0165482767777914,1.16659898407052,0.972168960860717,0.523591263098569,0.00797222318314904,11624.5968781022,8718.44727811502,1,0.490956103672838,7.23875471577965,6.20500674325714,3.79207868126615,11.0308432205118,3.79209832799347,1.08695131965186e-05,6.4489371566161,-0.602926421810809,0.064489371566161,-0.0292298351186946,-0.0292298351186946,3,11.0308432205037,3.79208996917574,3.792087040092,1.1999961231406349,4.444444444444445,1.1742544424284025
128,6.11833154781913,0.961787521839142,0.0163261932998574,1.16707415846049,0.972569426099619,0.523580454318207,0.00783136832757794,11581.6568511947,8686.24272779268,1,0.490956145813976,7.1883009904352,6.15924944994445,3.76323929813297,10.9514501090463,3.76305894265411,9.20655519606475e-06,6.49893831187609,-0.6029236124016,0.0649893831187609,-0.0294798459278169,-0.0294798459278169,3,10.9514501090448,3.76324569194842,3.76305254884017,1.1999905889915854,4.444444444444445,1.1745944874735845
129,6.07449754950082,0.961787521839142,0.0161071061503603,1.16753895122467,0.972956371401464,0.523581407097569,0.0077026254873916,11539.4507726682,8654.58823060371,1,0.490956014110768,7.13884859234871,6.11444101959004,3.73480720984159,10.8736734146036,3.73484243432491,1.51173837350777e-05,6.548942482757281,-0.602932392615468,0.0654894248275728,-0.0297298555744158,-0.0297298555744158,3,10.8736734145967,3.73486260464047,3.7347870395329,1.1999910638777418,4.444444444444445,1.1749357520041237
130,6.03154492935471,0.961787462234497,0.0158908217108938,1.16800086478037,0.97334049947704,0.523583371456914,0.00757291386421904,11497.9364395078,8623.45224774127,1,0.490956165216651,7.09037890927154,6.07052503811605,3.70700925744391,10.7974443105573,3.70712154634699,1.45837878745296e-05,6.59894250053952,-0.602922318889926,0.0659894250053952,-0.0299798699938718,-0.0299798699938718,3,10.7974443105421,3.70711019213259,3.70702061167347,1.199992053559795,4.444444444444445,1.1752731612554883
131,5.98942552729081,0.961787462234497,0.0156774783692791,1.16845222095951,0.973711831379098,0.523594864201981,0.00745444494016416,11457.1325098404,8592.84893457916,1,0.490955826409687,7.04286348989818,6.02751506697952,3.67992044919348,10.7227573934942,3.67986735825086,1.43200423578228e-05,6.64896199292788,-0.602944906020835,0.0664896199292788,-0.0302298854274567,-0.0302298854274567,3,10.7227573934742,3.6799205667599,3.67986724070449,1.1999979699379797,4.444444444444445,1.1756108226198
132,5.94823584655196,0.961787402629852,0.0154668409371456,1.16890213216972,0.974095374307731,0.523574209514334,0.00731617756503053,11416.9882907463,8562.740640709,1,0.490955977298382,6.99628820161181,5.9853495920765,3.6533426212516,10.6495417255041,3.6531644294738,2.39502788863247e-05,6.698959760521831,-0.602934846774534,0.0669895976052183,-0.0304799063100584,-0.0304799063100584,3,10.6495417255317,3.65333958346775,3.65316746723001,1.1999873554480576,4.444444444444445,1.1759280786197042
133,5.90780656061858,0.961787343025208,0.0152591547187148,1.16933783859632,0.974458702201302,0.523573690133859,0.00719852487458634,11377.5432420375,8533.1580110028,1,0.490956131471116,6.95061908628631,5.94406380745795,3.62718348641674,10.5778098653547,3.62719807060239,2.36729535587188e-05,6.74895953750345,-0.602924568592252,0.0674895953750345,-0.0307299324121024,-0.0307299324121024,3,10.5778098653973,3.62722109384356,3.62716046313304,1.199987065593222,4.444444444444445,1.1762508585449991
134,5.86816265164135,0.961787343025208,0.015054107570447,1.16977170789623,0.974817737752464,0.523579506109679,0.00708195158461644,11338.7340801857,8504.05106992793,1,0.490956094216526,6.90584291113261,5.90358198524029,3.60170405170356,10.5074772577854,3.60156464623188,1.88809699080631e-05,6.79896223033532,-0.60292705223163,0.0679896223033532,-0.0309799586353081,-0.0309799586353081,3,10.5074772578097,3.60170421610581,3.60156448180539,1.1999901751821331,4.444444444444445,1.1765728662442259
135,5.82930277060561,0.961787283420563,0.0148517560219537,1.17019993637913,0.975172478228944,0.523584708470376,0.00696640835307297,11300.5651426625,8475.42378139322,1,0.490956051429676,6.86193789729248,5.86390236383093,3.57663597224463,10.4385276285475,3.57654349070067,1.53270978189412e-05,6.848969788937249,-0.602929904688275,0.0684896978893725,-0.0312299900579834,-0.0312299900579834,3,10.4385276285481,3.57663602187563,3.57654344106904,1.1999927833324258,4.444444444444445,1.1768901906799982
